Country,year,gfn2gdp,efn2gdp,FCD2GDweo,grossdebt2gdpweo,externdebt2gdp,credit2privat,stdebt2extdebt,CA2gdp,debtserv2res,IntExp2rev,interExtdeb2gdp,debtserv2expor,crisis
Estonia,2004,0,39,,0,72,,0,-13,198,1,2,49,0
Estonia,2005,-2,42,,0,84,,0,-12,220,1,2,53,0
Estonia,2006,-1,44,,0,81,41,0,-9,269,1,2,57,0
Estonia,2007,-2,56,,0,100,57,0,-15,266,0,2,69,0
Estonia,2008,-2,60,,0,115,77,0,-15,325,0,3,76,0
Estonia,2009,4,60,,0,109,85,0,-9,336,1,3,82,0
Estonia,2010,3,59,,0,126,90,0,3,315,0,2,105,0
Estonia,2011,1,53,,0,113,101,0,2,442,0,2,77,0
Estonia,2012,0,50,,0,93,93,0,1,6048,0,3,63,0
Estonia,2013,2,57,,0,103,78,0,-2,4354,0,2,66,0
Estonia,2014,2,54,,0,97,73,0,1,4402,0,2,66,0
Estonia,2015,1,52,,0,96,69,0,0,3279,0,2,66,0
Estonia,2016,3,52,,0,94,68,0,2,3026,0,1,71,0
Estonia,2017,,52,,0,90,70,0,2,3626,0,1,69,0
Fiji,1990,,,,,0,26,,-1,,,,,0
Fiji,1991,,,,,0,31,,-10,,,,,0
Fiji,1992,,,,,0,34,,-5,,,,,0
Fiji,1993,,,,0,22,39,,-3,,12,,,0
Fiji,1994,,,,0,18,38,,-6,,11,,,0
Fiji,1995,,,,1,15,39,,-2,,11,,,0
Fiji,1996,,,,1,14,40,,-2,,11,,,0
Fiji,1997,,,,1,12,40,,1,,11,,,0
Fiji,1998,,,,1,12,39,,-3,,12,,,0
Fiji,1999,,,,0,14,34,,0,,12,,,0
Fiji,2000,,,,0,13,29,,-3,,9,,,0
Fiji,2001,,,,0,15,26,,-6,,11,,,0
Fiji,2002,,,,0,14,32,,-7,,11,,,0
Fiji,2003,9,,,0,13,36,,-1,,10,,,0
Fiji,2004,9,,,0,12,55,,-6,,10,,,0
Fiji,2005,6,,,0,10,55,,-14,,10,,,0
Fiji,2006,7,,,0,10,61,,-7,,10,,,0
Fiji,2007,7,,,1,19,69,,-14,,11,,,0
Fiji,2008,6,,,1,21,79,,-9,,14,,,0
Fiji,2009,3,,,1,20,78,,-15,,12,,,0
Fiji,2010,9,,,1,30,86,,-4,,14,,,0
Fiji,2011,6,,,1,30,90,,-4,,14,,,0
Fiji,2012,9,,,1,23,83,,-5,,15,,,0
Fiji,2013,5,,,1,24,75,,-1,,14,,,0
Fiji,2014,3,,,0,29,77,,-10,,13,,,0
Fiji,2015,7,,,0,29,75,,-8,,11,,,0
Fiji,2016,,,,0,27,79,,-4,,11,,,0
Fiji,2017,,,,0,24,84,,-5,,10,,,0
Finland,1990,,,,0,,116,,-5,,3,,,0
Finland,1991,,,,0,,124,,-5,,3,,,0
Finland,1992,,,,0,,136,,-5,,3,,,0
Finland,1993,,,,0,,156,,-5,,4,,,0
Finland,1994,,,,1,,153,,-1,,8,,,0
Finland,1995,,,,1,,141,,1,,7,,,0
Finland,1996,,,,1,,126,,4,,7,,,0
Finland,1997,,,,1,,116,,4,,7,,,0
Finland,1998,,,,1,,117,,5,,8,,,0
Finland,1999,,,,0,,111,,5,,6,,,0
Finland,2000,,,,0,72,113,,5,,6,,,0
Finland,2001,,,,0,90,118,,8,,5,,,0
Finland,2002,,,,0,97,121,,8,,5,,,0
Finland,2003,3,,,0,104,123,,8,,4,,,0
Finland,2004,5,,,0,105,123,,5,,4,,,0
Finland,2005,6,,,0,113,129,,6,,3,,,0
Finland,2006,5,,,0,108,132,,3,,3,,,0
Finland,2007,4,,,0,127,140,,4,,3,,,0
Finland,2008,-2,,,0,128,143,,4,,3,,,0
Finland,2009,3,,,0,121,151,,2,,3,,,0
Finland,2010,10,,,0,171,165,,2,,3,,,0
Finland,2011,11,,,0,186,172,,1,,3,,,0
Finland,2012,15,,,0,201,169,,-2,,3,,,0
Finland,2013,14,,,1,232,171,,-2,,3,,,0
Finland,2014,13,103,,1,214,177,,-2,,2,,,0
Finland,2015,11,2,,1,203,178,,-1,,2,,,0
Finland,2016,9,95,,1,214,191,,-1,,2,,,0
Finland,2017,9,70,,1,194,185,,-1,,2,,,0
France,1990,,,0,0,,115,,0,,5,,,0
France,1991,,,0,0,,119,,-1,,5,,,0
France,1992,,,0,0,,124,,0,,6,,,0
France,1993,,,0,0,,126,,0,,6,,,0
France,1994,,,0,0,,128,,1,,6,,,0
France,1995,,,0,0,,126,,1,,6,,,0
France,1996,,,0,1,,124,,0,,7,,,0
France,1997,,,0,1,,124,,1,,7,,,0
France,1998,,,0,1,,124,,4,,7,,,0
France,1999,,,0,1,,123,,4,,6,,,0
France,2000,,,0,1,,125,,4,,6,,,0
France,2001,,,0,1,,130,,3,,6,,,0
France,2002,,,0,1,,135,,3,,6,,,0
France,2003,7,,0,1,,137,,2,,6,,,0
France,2004,7,,0,1,,138,,2,,6,,,0
France,2005,7,,0,1,,138,,1,,5,,,0
France,2006,7,,0,1,,141,,0,,5,,,0
France,2007,6,,0,1,,145,,0,,5,,,0
France,2008,7,,0,1,,150,,0,,5,,,0
France,2009,7,,0,1,,155,,-1,,6,,,0
France,2010,12,,0,1,,163,,-1,,5,,,0
France,2011,12,,0,1,,165,,-1,,5,,,0
France,2012,9,,0,1,,169,,-1,,5,,,0
France,2013,10,,0,1,,175,,-1,,5,,,0
France,2014,8,1,0,1,,175,,-1,,4,,,0
France,2015,9,1,0,1,,178,,-1,,4,,,0
France,2016,9,0,0,1,,183,,0,,4,,,0
France,2017,9,1,0,1,,187,,-1,,4,,,0
Gabon,1990,,,,,57,17,,-4,,23,8,,1
Gabon,1997,,,,1,65,8,0,15,,25,5,29,0
Gabon,1998,,,,1,58,7,0,9,,19,5,27,1
Gabon,2001,,-10,,1,55,10,0,19,,18,4,19,0
Gabon,2002,,1,,1,60,9,0,10,139,26,6,31,1
Gabon,2008,-1,-7,,0,35,10,0,14,94,7,2,15,0
Gabon,2009,4,-7,,0,14,10,0,22,121,6,1,25,0
Gabon,2010,-1,1,,0,20,9,0,4,43,5,1,13,0
Gabon,2011,3,-9,,0,17,10,0,15,54,5,1,11,0
Gabon,2012,1,-18,,0,15,8,0,24,26,5,1,5,0
Gabon,2013,-4,-15,,0,17,10,0,18,26,4,1,5,0
Gabon,2014,9,-1,,0,24,11,0,7,43,5,2,12,0
Gabon,2015,-4,-5,,0,25,15,0,8,19,5,1,5,0
Gabon,2016,4,8,,0,33,15,0,-6,26,10,2,9,0
Gabon,2017,12,17,,1,36,15,0,-10,161,14,2,26,1
Germany,1990,,,,,,102,,5,,,,,0
Germany,1991,,,,,,102,,3,,,,,0
Germany,1992,,,,0,,102,,-1,,6,,,0
Germany,1993,,,,0,,103,,-1,,7,,,0
Germany,1994,,,,0,,108,,-1,,7,,,0
Germany,1995,,,,0,,110,,-1,,7,,,0
Germany,1996,,,,1,,109,,-1,,8,,,0
Germany,1997,,,,1,,112,,-1,,8,,,0
Germany,1998,,,,1,,116,,-1,,7,,,0
Germany,1999,,,,1,,119,,-1,,7,,,0
Germany,2000,,,,1,93,122,,-1,,7,,,0
Germany,2001,,,,1,109,126,,-2,,7,,,0
Germany,2002,,,,1,116,129,,0,,7,,,0
Germany,2003,16,,,1,124,130,,2,,7,,,0
Germany,2004,17,,,1,125,131,,1,,7,,,0
Germany,2005,17,,,1,129,128,,4,,7,,,0
Germany,2006,17,,,1,140,125,,5,,6,,,0
Germany,2007,15,,,1,142,123,,6,,6,,,0
Germany,2008,13,,,1,146,118,,7,,6,,,0
Germany,2009,13,,,1,151,116,,6,,6,,,0
Germany,2010,18,,,1,153,120,,6,,6,,,0
Germany,2011,21,,,1,161,117,,6,,6,,,0
Germany,2012,17,,,1,162,110,,6,,6,,,0
Germany,2013,16,,,1,165,110,,7,,5,,,0
Germany,2014,16,,,1,150,110,,7,,4,,,0
Germany,2015,15,,,1,153,108,,7,,4,,,0
Germany,2016,14,,,1,148,107,,9,,3,,,0
Germany,2017,13,,,1,148,106,,9,,3,,,0
Greece,1990,,,,1,,41,,-3,,23,,,0
Greece,1991,,,,1,,41,,-4,,28,,,0
Greece,1992,,,,1,,38,,-1,,25,,,0
Greece,1993,,,,1,,37,,-2,,31,,,0
Greece,1994,,,,1,,36,,-1,,32,,,0
Greece,1995,,,,1,,35,,0,,34,,,0
Greece,1996,,,,1,,35,,-2,,29,,,0
Greece,1997,,,,1,,37,,-3,,28,,,0
Greece,1998,,,,1,,37,,-4,,22,,,0
Greece,1999,,,,1,,40,,-3,,20,,,0
Greece,2000,,,,1,,43,,-4,,19,,,0
Greece,2001,,,,1,,50,,-6,,16,,,0
Greece,2002,,,,1,,57,,-5,,16,,,0
Greece,2003,5,,,1,95,62,0,-7,,14,,,0
Greece,2004,6,,,1,99,66,0,-8,,13,,,0
Greece,2005,7,,,1,104,71,0,-8,,12,,,0
Greece,2006,6,,,1,108,81,0,-9,,12,,,0
Greece,2007,6,,1,1,123,89,0,-11,,11,,,0
Greece,2008,7,,1,1,142,97,0,-15,,11,,,0
Greece,2009,10,49,1,1,140,110,0,-15,4859,12,13,202,1
Guatemala,1990,,,,,29,16,,-5,,,,,1
Guatemala,1991,,,,,34,16,0,-3,,20,0,0,0
Guatemala,1992,,,,,28,14,0,-2,,13,0,0,0
Guatemala,1993,,,,,26,12,0,-7,,10,0,0,1
Guatemala,1994,,,,,26,14,0,-7,,10,0,0,0
Guatemala,1995,,,,,26,14,0,-5,,11,0,0,0
Guatemala,1996,,,,,20,15,0,-4,,11,0,0,0
Guatemala,1997,,,,,21,19,0,-3,,12,0,0,0
Guatemala,1998,,,,,22,19,0,-4,,8,0,0,0
Guatemala,1999,,,,,22,19,0,-6,,11,0,0,0
Guatemala,2000,,,,,25,21,0,-6,,12,0,0,0
Guatemala,2001,,7,66,0,27,21,0,-6,,11,2,8,0
Guatemala,2002,,7,69,0,33,20,0,-6,,13,2,10,0
Guatemala,2003,4,18,73,0,33,22,0,-6,,11,2,56,0
Guatemala,2004,4,17,70,0,33,21,0,-5,,10,1,55,0
Guatemala,2005,3,17,69,0,35,26,0,-5,90,11,2,51,0
Guatemala,2006,3,16,62,0,31,26,0,-5,94,12,2,53,0
Guatemala,2007,4,12,59,0,31,25,0,-5,68,11,2,36,0
Guatemala,2008,3,13,57,0,30,28,0,-5,72,12,2,36,0
Guatemala,2009,3,11,56,0,29,28,0,-4,70,11,1,33,0
Guatemala,2010,4,7,57,0,30,27,0,1,61,13,1,34,0
Guatemala,2011,4,7,54,0,29,25,0,-1,49,13,1,27,0
Guatemala,2012,4,9,49,0,29,24,0,-3,53,13,1,25,0
Guatemala,2013,4,9,51,0,30,24,0,-3,52,13,1,28,0
Guatemala,2014,3,9,53,0,33,32,0,-3,55,13,1,32,0
Guatemala,2015,3,8,48,0,34,33,0,-2,58,13,1,31,0
Guatemala,2016,3,7,48,0,33,33,0,0,62,14,1,35,0
Guatemala,2017,,5,49,0,31,34,0,1,57,13,1,39,0
Hong Kong SAR,1990,,,,,,154,,9,,,,,0
Hong Kong SAR,1991,,,,,,163,,6,,,,,0
Hong Kong SAR,1992,,,,,,157,,4,,,,,0
Hong Kong SAR,1993,,,,,,150,,3,,,,,0
Hong Kong SAR,1994,,,,,,148,,5,,,,,0
Hong Kong SAR,1995,,,,,,150,,-1,,,,,0
Hong Kong SAR,1996,,,,,,155,,-6,,,,,0
Hong Kong SAR,1997,,,,,,162,,-3,,,,,0
Hong Kong SAR,1998,,,,,,176,,-4,,,,,0
Hong Kong SAR,1999,,,,,,176,,1,,,,,0
Hong Kong SAR,2000,,,,,,167,,6,,,,,0
Hong Kong SAR,2001,,,,,,159,,4,,,,,0
Hong Kong SAR,2002,,,,0,262,157,,6,,,,,0
Hong Kong SAR,2003,,,,0,211,153,,8,,,,,0
Hong Kong SAR,2004,,,,0,230,155,,11,,,,,0
Hong Kong SAR,2005,-2,,,0,254,159,,10,,,,,0
Hong Kong SAR,2006,-1,,,0,258,165,,12,,0,,,0
Hong Kong SAR,2007,-4,,,0,282,166,,13,,0,,,0
Hong Kong SAR,2008,-7,,,0,355,178,,13,,0,,,0
Hong Kong SAR,2009,0,,,0,313,183,,15,,0,,,0
Hong Kong SAR,2010,-2,,,0,333,182,,10,,0,,,0
Hong Kong SAR,2011,-4,,,0,385,204,,7,,0,,,0
Hong Kong SAR,2012,-4,,,0,395,227,,6,,0,,,0
Hong Kong SAR,2013,-3,,,0,392,227,,2,,0,,,0
Hong Kong SAR,2014,-1,,,0,421,245,,2,,0,,,0
Hong Kong SAR,2015,-3,,,0,446,270,,1,,0,,,0
Hong Kong SAR,2016,-1,,,0,420,275,,3,,0,,,0
Hong Kong SAR,2017,,,,0,425,272,,4,,0,,,0
Hungary,1990,,,,,67,,,-2,,,17,,0
Hungary,1991,,,,,58,,0,1,359,,5,42,1
Hungary,1993,,,,,57,,0,1,147,,4,58,0
Hungary,1994,,,,,64,,0,-11,107,,4,79,0
Hungary,1995,,,,,64,,0,-9,125,,5,93,0
Hungary,1996,,,,1,69,,0,-4,85,19,5,63,0
Hungary,1997,,,,1,61,,0,-4,130,19,5,71,0
Hungary,1998,,,,1,53,,0,-4,149,19,5,60,0
Hungary,1999,,,,1,54,,0,-7,120,16,4,47,0
Hungary,2000,,,,1,63,,0,-8,83,15,3,36,0
Hungary,2001,,25,,1,64,,0,-8,88,12,3,32,0
Hungary,2002,17,22,,1,62,,0,-6,93,11,3,31,0
Hungary,2003,27,21,,1,54,33,0,-7,109,10,2,29,0
Hungary,2004,19,19,,1,61,34,0,-8,94,10,2,25,0
Hungary,2005,23,23,,1,66,36,0,-8,113,10,3,29,0
Hungary,2006,22,29,29,1,75,39,0,-7,150,10,3,39,0
Hungary,2007,22,31,29,1,100,43,0,-7,144,9,3,37,0
Hungary,2008,29,31,32,1,109,47,0,-7,159,9,4,36,1
Hungary,2010,30,33,46,1,155,59,0,-1,109,10,5,50,0
Hungary,2011,18,33,46,1,142,60,0,0,113,9,5,47,0
Hungary,2012,21,38,51,1,127,61,0,1,123,9,5,50,0
Hungary,2013,16,35,44,1,131,59,0,2,121,10,5,49,0
Hungary,2014,19,27,43,1,122,51,0,4,103,10,4,41,0
Hungary,2015,21,25,39,1,107,46,0,1,101,9,4,35,0
Hungary,2016,21,19,33,1,105,43,0,4,95,7,3,28,0
Hungary,2017,,9,28,1,89,36,0,6,108,7,3,25,0
Iceland,1990,,,,0,,39,,-1,,9,,,0
Iceland,1991,,,,0,,45,,-2,,9,,,0
Iceland,1992,,,,0,,42,,-4,,9,,,0
Iceland,1993,,,,0,,43,,-2,,8,,,0
Iceland,1994,,,,1,,46,,1,,9,,,0
Iceland,1995,,,,1,,46,,2,83,10,,11,0
Iceland,1996,,,,1,,44,,0,82,10,,10,0
Iceland,1997,,,,1,,45,,-2,54,9,,9,0
Iceland,1998,,,,1,,48,,-2,61,8,,9,0
Iceland,1999,,,,0,,65,,-7,61,9,,9,0
Iceland,2000,,,,0,,63,,-7,48,8,,8,0
Iceland,2001,,,,0,,71,,-10,61,8,,8,0
Iceland,2002,,,,0,148,94,,-4,76,8,,9,0
Iceland,2003,,,,0,100,96,,1,45,7,,6,0
Iceland,2004,3,,,0,113,102,,-5,29,7,,6,0
Iceland,2005,0,,,0,158,127,,-10,24,6,,6,0
Iceland,2006,-4,,,0,250,159,,-16,28,5,,6,0
Iceland,2007,-6,,,0,486,242,,-23,24,4,,11,0
Iceland,2008,-5,,,0,479,312,,-14,48,5,,18,1
Iceland,2012,18,,,1,253,165,,-5,19,10,,20,0
Iceland,2013,18,,,1,256,141,,-4,32,11,,17,0
Iceland,2014,8,86,,1,248,122,,6,22,11,,11,0
Iceland,2015,11,93,,1,204,111,,4,21,10,,10,0
Iceland,2016,11,86,,1,180,97,,5,16,11,,9,0
Iceland,2017,-3,41,,1,126,90,,8,12,7,,9,0
India,1990,,,,,24,30,,-2,,23,1,,0
India,1991,,,,,26,30,0,-3,,25,1,55,1
India,1992,,,25,1,31,29,0,0,,24,1,64,0
India,1993,,,27,1,31,29,0,-2,,25,1,58,0
India,1994,,,25,1,33,28,0,0,,28,1,61,0
India,1995,,,23,1,30,27,0,-1,,28,1,58,0
India,1996,,,21,1,26,28,0,-2,,27,1,51,0
India,1997,,,19,1,23,28,0,-1,75,28,1,48,0
India,1998,,,17,1,22,28,0,-1,65,30,1,43,0
India,1999,,,16,1,23,29,0,-1,57,32,1,40,0
India,2000,,,14,1,21,29,0,-1,53,32,1,38,0
India,2001,,5,13,1,21,31,0,-1,55,33,1,38,0
India,2002,10,3,11,1,20,33,0,1,41,35,1,36,0
India,2003,10,4,10,1,20,36,0,1,40,35,1,41,0
India,2004,10,3,8,1,18,37,0,2,35,34,1,43,0
India,2005,12,4,7,1,19,39,0,0,22,31,0,24,0
India,2006,11,6,7,1,17,44,0,-1,29,29,1,27,0
India,2007,11,5,6,1,18,50,0,-1,20,26,1,19,0
India,2008,9,4,6,1,18,52,0,-1,15,24,1,18,0
India,2009,15,5,6,1,18,56,0,-2,18,26,1,15,0
India,2010,14,6,5,1,19,57,0,-3,17,26,0,17,0
India,2011,13,6,5,1,19,58,0,-3,18,24,0,14,0
India,2012,13,7,5,1,20,59,0,-4,22,24,0,14,0
India,2013,13,8,5,1,22,61,0,-5,25,23,0,16,0
India,2014,12,7,5,1,24,62,0,-2,32,24,0,21,0
India,2015,12,6,4,1,23,61,0,-1,31,24,0,22,0
India,2016,12,6,4,1,23,60,0,-1,32,23,0,27,0
India,2017,,6,4,1,23,59,0,-1,34,23,0,28,0
Indonesia,1990,,,,,46,42,,-1,,16,3,,0
Indonesia,1991,,,,,48,51,0,-2,,12,3,28,0
Indonesia,1992,,,,,46,55,0,-3,,12,3,29,0
Indonesia,1993,,,,,48,55,0,-2,,12,2,28,0
Indonesia,1994,,,,,46,52,0,-1,,11,2,28,1
Indonesia,1995,,,,,47,54,0,-1,,10,2,29,0
Indonesia,1996,,,,,47,57,0,-3,,10,2,29,0
Indonesia,1997,,,,,44,61,0,-3,,8,2,27,1
Indonesia,2006,2,6,52,0,43,28,0,1,72,12,1,25,0
Indonesia,2007,2,4,47,0,33,25,0,2,66,12,1,25,0
Indonesia,2008,3,3,47,0,30,25,0,1,47,10,1,21,0
Indonesia,2009,2,5,52,0,28,27,0,0,62,8,1,21,0
Indonesia,2010,3,3,47,0,30,26,0,2,51,10,1,26,0
Indonesia,2011,3,3,46,0,27,26,0,1,38,8,1,22,0
Indonesia,2012,2,5,45,0,25,28,0,0,43,7,1,22,0
Indonesia,2013,4,8,44,0,27,33,0,-3,46,7,1,25,0
Indonesia,2014,4,9,47,0,29,37,0,-3,62,7,1,30,0
Indonesia,2015,4,9,43,0,33,39,0,-3,56,8,1,32,0
Indonesia,2016,4,9,45,0,36,40,0,-2,63,9,1,39,0
Indonesia,2017,4,8,43,0,34,40,0,-2,55,10,1,38,0
Iran,1990,,,,,1,21,,-1,,,0,,0
Iran,1991,,,,,1,23,0,0,,0,0,12,0
Iran,1992,,,,,4,23,0,-4,,0,0,20,0
Iran,1993,,,,,32,22,0,-15,,0,1,8,1
Iran,1994,,,,,35,23,0,-6,,0,2,19,0
Iran,1995,,,,,28,21,0,6,,0,0,14,0
Iran,1996,,,,,19,20,0,3,,0,1,46,0
Iran,1997,,,35,0,11,17,0,3,,0,1,63,0
Iran,1998,,,27,0,8,15,0,1,,0,0,65,0
Iran,1999,,,21,0,7,17,0,-1,,0,0,68,0
Iran,2000,,,15,0,4,18,0,2,,0,0,46,0
Iran,2001,,-2,10,0,2,18,0,4,275,0,0,26,0
Iran,2002,,0,12,0,2,26,0,2,159,0,0,22,0
Iran,2003,,0,38,0,10,30,0,3,25,1,1,16,0
Iran,2004,-1,0,41,0,11,29,0,1,17,1,1,9,0
Iran,2005,-3,4,42,0,12,32,0,1,38,1,1,22,0
Iran,2006,-4,1,45,0,10,35,0,6,40,1,0,26,0
Iran,2007,-2,-1,44,0,9,38,0,7,33,1,1,23,0
Iran,2008,-7,-4,45,0,8,45,0,9,28,1,1,19,0
Iran,2009,-1,-1,41,0,5,47,0,5,21,1,0,15,0
Iran,2010,-1,1,31,0,5,45,0,2,19,1,0,14,0
Iran,2011,-3,-1,20,0,5,49,0,4,24,0,0,15,0
Iran,2012,-1,-8,19,0,3,52,0,10,15,1,0,9,0
Iran,2013,0,-4,19,0,2,53,0,6,8,1,0,8,0
Iran,2014,1,-3,14,0,2,53,0,7,14,1,0,16,0
Iran,2015,1,-3,10,0,1,48,0,3,3,1,0,4,0
Iran,2016,2,-2,4,0,2,52,0,0,1,1,0,2,0
Iran,2017,,-3,3,0,2,60,0,4,14,1,0,18,0
Iraq,1990,,,,,,,,,,,,,0
Iraq,1991,,,,,,,,,,,,,0
Iraq,1992,,,,,,,,,,,,,0
Iraq,1993,,,,,,,,,,,,,0
Iraq,1994,,,,,,,,,,,,,0
Iraq,1995,,,,,,,,,,,,,0
Iraq,1996,,,,,,,,,,,,,0
Iraq,1997,,,,,,,,,,,,,0
Iraq,1998,,,,,,,,,,,,,0
Iraq,1999,,,,,,,,,,,,,0
Iraq,2000,,,,,,,,,,,,,0
Iraq,2001,,,,,,,,,,,,,0
Iraq,2002,,,,,,,,2,,,,,1
Iraq,2005,,24,98,3,335,,,-24,3,1,1,1,0
Iraq,2006,,-8,97,2,220,1,,9,1,0,0,1,1
Iraq,2009,,-12,96,1,73,2,,13,2,1,0,1,0
Iraq,2010,,12,92,1,80,3,,-12,1,1,0,1,1
Iraq,2012,,-11,81,0,33,5,,11,2,2,0,1,0
Iraq,2013,,-5,80,0,28,5,,5,2,1,0,2,0
Iraq,2014,,-1,81,0,25,6,,1,2,1,0,2,0
Iraq,2015,,-2,77,0,25,6,,3,3,1,0,2,0
Iraq,2016,,7,67,1,37,7,,-6,4,2,0,3,1
Ireland,1990,,,,,,71,,-1,,18,,,0
Ireland,1991,,,,1,,73,,-1,,19,,,0
Ireland,1992,,,,1,,81,,1,,18,,,0
Ireland,1993,,,,1,,83,,1,,17,,,0
Ireland,1994,,,,1,,87,,4,,16,,,0
Ireland,1995,,,,1,,86,,3,,14,,,0
Ireland,1996,,,,1,,87,,2,,13,,,0
Ireland,1997,,,,1,,88,,3,,11,,,0
Ireland,1998,,,,1,,94,,2,,10,,,0
Ireland,1999,,,,1,,103,,1,,9,,,0
Ireland,2000,,,,0,,120,,0,,6,,,0
Ireland,2001,,,,0,,130,,1,,5,,,0
Ireland,2002,-1,,,0,,130,,0,,4,,,0
Ireland,2003,0,,,0,419,136,,0,,4,,,0
Ireland,2004,0,,,0,482,135,,0,,4,,,0
Ireland,2005,-1,,,0,569,149,,0,,3,,,0
Ireland,2006,-2,,,0,642,166,,-4,,3,,,0
Ireland,2007,-3,,,0,771,201,,-5,,3,,,0
Ireland,2008,0,,,0,841,220,,-7,,3,,,0
Ireland,2009,7,,,0,901,259,,-6,,4,,,1
Ireland,2014,11,162,,1,864,298,0,2,,13,,,0
Ireland,2015,11,131,,1,854,296,0,2,,12,,,0
Ireland,2016,9,115,,1,829,358,0,11,,10,,,0
Ireland,2017,7,208,,1,731,308,0,3,,9,,,0
Israel,1990,,,,,,51,,0,,,,,0
Israel,1991,,,,,58,52,,0,,,,,0
Israel,1992,,,,,53,51,,-2,,,,,0
Israel,1993,,,,,48,49,,-1,,,,,0
Israel,1994,,,,,51,51,,-3,,,,,0
Israel,1995,,,,,53,57,,-4,,,,,0
Israel,1996,,,,,48,59,,-5,,,,,0
Israel,1997,,,,,47,61,,-5,,,,,0
Israel,1998,,,,,49,63,,-3,,,,,0
Israel,1999,,,,,51,64,,-1,,,,,0
Israel,2000,,,,,56,69,,-1,,,,,0
Israel,2001,,,34,1,53,72,,-2,,18,,,0
Israel,2002,-2,,32,1,54,72,,-1,,17,,,0
Israel,2003,0,,29,1,59,77,,-1,,17,,,0
Israel,2004,0,,27,1,59,80,,1,,19,,,0
Israel,2005,-2,,28,1,58,76,,2,,18,,,0
Israel,2006,11,,30,1,54,74,,3,,18,,,0
Israel,2007,9,,31,1,57,77,,4,,14,,,0
Israel,2008,8,,31,1,51,75,,3,,13,,,0
Israel,2009,10,,28,1,41,68,,1,,13,,,0
Israel,2010,12,,25,1,46,71,,3,,13,,,0
Israel,2011,12,,24,1,46,67,,4,,12,,,0
Israel,2012,11,,25,1,41,69,,2,,11,,,0
Israel,2013,13,,23,1,39,69,,1,,11,,,0
Israel,2014,12,,21,1,34,68,,3,,10,,,0
Israel,2015,11,-4,23,1,31,66,,4,,10,,,0
Israel,2016,7,,21,1,29,66,,5,,9,,,0
Israel,2017,9,8,21,1,28,67,,4,,8,,,0
Italy,1990,,,,1,,62,,-2,,23,,,0
Italy,1991,,,,1,,64,,-2,,23,,,0
Italy,1992,,,,1,,67,,-2,,25,,,0
Italy,1993,,,,1,,72,,-3,,25,,,0
Italy,1994,,,,1,,74,,1,,26,,,0
Italy,1995,,,,1,,71,,1,,24,,,0
Italy,1996,,,,1,,70,,2,,25,,,0
Italy,1997,,,,1,,68,,3,,25,,,0
Italy,1998,,,,1,,68,,3,,20,,,0
Italy,1999,,,,1,,68,,2,,17,,,0
Italy,2000,,,,1,,72,,1,,14,,,0
Italy,2001,,,,1,,77,,0,,14,,,0
Italy,2002,27,,,1,,80,,1,,14,,,0
Italy,2003,26,,,1,87,84,,0,,12,,,0
Italy,2004,28,,,1,91,87,,-1,,11,,,0
Italy,2005,24,,,1,91,91,,0,,11,,,0
Italy,2006,30,,,1,92,96,,-1,,10,,,0
Italy,2007,27,,,1,111,102,,-2,,10,,,0
Italy,2008,25,,,1,118,109,,-1,,11,,,0
Italy,2009,29,,,1,97,117,,-3,,11,,,0
Italy,2010,34,,,1,120,127,,-2,,10,,,0
Italy,2011,30,,,1,115,126,,-3,,9,,,1
Italy,2013,30,,,1,122,126,,0,,11,,,0
Italy,2014,28,48,,1,123,126,,1,,10,,,0
Italy,2015,28,48,,1,115,124,,2,,10,,,0
Italy,2016,26,51,,1,123,121,,2,,9,,,0
Italy,2017,24,40,,1,118,116,,3,,8,,,0
Jamaica,1990,,,,,119,32,,-9,,,7,,1
Jamaica,1994,,,,,67,23,0,-2,,29,2,27,0
Jamaica,1995,,,,,67,23,0,0,,34,2,23,0
Jamaica,1996,,,,,53,22,0,-1,,31,2,18,0
Jamaica,1997,,,,,52,24,0,-1,,43,5,19,1
Jamaica,1998,,,,,41,23,0,-4,,37,3,15,0
Jamaica,1999,,,,,39,21,0,-3,,47,2,19,0
Jamaica,2000,,,48,1,36,23,0,-3,,46,3,18,0
Jamaica,2001,,7,48,1,39,24,0,-4,,42,2,14,0
Jamaica,2002,-7,11,49,1,47,26,0,-7,,50,3,18,0
Jamaica,2003,-6,16,51,1,47,13,0,-11,,53,3,24,0
Jamaica,2004,23,13,53,1,47,15,0,-8,,61,3,23,0
Jamaica,2005,27,13,51,1,50,18,0,-7,,56,4,25,0
Jamaica,2006,24,16,52,1,51,20,0,-10,48,51,4,24,0
Jamaica,2007,28,19,53,1,53,21,0,-10,61,46,4,30,0
Jamaica,2008,14,20,51,1,51,23,0,-15,57,42,4,20,0
Jamaica,2009,19,21,55,1,50,27,0,-18,57,46,4,20,1
Jamaica,2012,17,16,55,1,60,26,0,-12,38,37,3,25,0
Jamaica,2013,11,15,57,1,57,27,0,-11,55,37,3,25,1
Jamaica,2017,,10,60,1,66,30,0,-3,55,28,4,38,0
Japan,1990,,,,1,,199,,2,,12,,,0
Japan,1991,,,,1,,210,,1,,11,,,0
Japan,1992,,,,1,,209,,2,,11,,,0
Japan,1993,,,,1,,210,,3,,11,,,0
Japan,1994,,,,1,,215,,3,,11,,,0
Japan,1995,,,,1,,217,,3,,11,,,0
Japan,1996,,,,1,,216,,2,,11,,,0
